Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
12/17/2025,CHROME TRUCK STOP,ALGONA,BACARDI SUPERIOR PET,12,$161.88
12/17/2025,HY-VEE WINE AND SPIRITS (1628) / SPIRIT LAKE,SPIRIT LAKE,DEKUYPER MELON LIQUEUR,2,$20.26
12/17/2025,WAL-MART 1415 / SPIRIT LAKE,SPIRIT LAKE,MALIBU COCONUT,12,$161.88
12/17/2025,CASEY'S #2866-WATERLOO,WATERLOO,99 FRUITS MINI,1,$81.00
12/17/2025,CASEY'S #4368 / CORALVILLE,CORALVILLE,FIREBALL CINNAMON WHISKEY MINI SLEEVE,24,$162.00
12/17/2025,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,FIVE O'CLOCK VODKA,2,$23.16
12/17/2025,HY-VEE WINE AND SPIRITS (1170) / ESTHERVILLE,ESTHERVILLE,CAPTAIN MORGAN ORIGINAL SPICED,5,$39.30
12/17/2025,FAREWAY STORES #212 / COLFAX,COLFAX,CAPTAIN MORGAN ORIGINAL SPICED,12,$170.88
12/17/2025,CASEY'S #4589 / IOWA CITY,IOWA CITY,BLACK VELVET,24,$117.12
12/17/2025,HOMETOWN WINE & SPIRITS / OSKALOOSA,OSKALOOSA,SEAGRAMS VO CANADIAN WHISKEY PET,6,$112.50
12/17/2025,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,THE ORIGINAL PICKLE SHOT DILL PICKLE VODKA,4,$21.00
12/18/2025,FAREWAY STORES #155 / HUXLEY,HUXLEY,SEAGRAMS 7 CROWN,12,$251.88
12/18/2025,CASEY'S GENERAL STORE #2785 / ANKENY,ANKENY,CROWN ROYAL REGAL APPLE,24,$305.76
12/18/2025,HY-VEE FOOD STORE / JOHNSTON,JOHNSTON,RYANS CREAM LIQUEUR,60,"$1,038.60"
12/18/2025,HY-VEE FOOD STORE #3 (1142) / DES MOINES,DES MOINES,GOTCHA VODKA,6,$58.50
12/18/2025,SAM'S CLUB 6979 / ANKENY,ANKENY,E & J VS ROUND,24,$280.80
12/18/2025,FAREWAY STORES #974 / CEDAR FALLS,CEDAR FALLS,BAILEYS CHOCOLATE,2,$49.48
12/18/2025,HY-VEE FOOD STORE #2 (1138) / DES MOINES,DES MOINES,REVELTON MULBERRY GIN,6,$157.50
12/18/2025,CASEY'S GENERAL STORE #2785 / ANKENY,ANKENY,FIREBALL CINNAMON WHISKEY,48,$72.00
12/18/2025,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,RUMPLE MINZE,4,$44.96
12/18/2025,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,DOMAINE DE CANTON,1,$26.25
12/18/2025,MAVERIK #5362 / PLEASANT HILL,PLEASANT HILL,EVAN WILLIAMS BOTTLED IN BOND,3,$49.50
12/19/2025,CASEY'S GENERAL STORE #3098 / WDM,WEST DES MOINES,JIM BEAM,6,$54.90
12/19/2025,HAPPY'S WINE & SPIRITS,CEDAR FALLS,DON JULIO 70TH ANNIVERSARY,6,$328.44
12/19/2025,WALGREENS #04405 / COUNCIL BLUFFS,COUNCIL BLUFFS,SVEDKA 80PRF,12,$135.00
12/19/2025,POLK CITY LIQUOR / POLK CITY,POLK CITY,ADMIRAL NELSON SPICED,6,$112.50
12/19/2025,ANOTHER ROUND / DEWITT,DEWITT,CROWN ROYAL BLACKBERRY,12,$314.88
12/19/2025,HY-VEE WINE AND SPIRITS / ATLANTIC,ATLANTIC,JACK DANIELS TENNESSEE HONEY,4,$49.52
12/19/2025,HY-VEE / VINTON,VINTON,PINNACLE WHIPPED,12,$117.00
12/19/2025,CASEY'S GENERAL STORE #2342 / BURLINGTON,BURLINGTON,NEW AMSTERDAM PINK WHITNEY MINI CLEAR-SHRINK,24,$166.08
12/19/2025,VINTON LIQUOR TOBACCO AND VAPE / VINTON,VINTON,BUFFALO TRACE BOURBON,12,$234.00
12/19/2025,WAL-MART 1683 / SHENANDOAH,SHENANDOAH,BACARDI SUPERIOR,6,$134.94
12/22/2025,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,BLACK VELVET TOASTED CARAMEL,6,$103.50
12/22/2025,HY-VEE #3 / BDI / DES MOINES,DES MOINES,FIREBALL CINNAMON WHISKEY,72,"$1,296.00"
12/22/2025,BENZ DISTRIBUTING,CEDAR RAPIDS,GIFFARD CREME DE MURE,4,$94.52
12/22/2025,SUPER MARKET / DAVENPORT,DAVENPORT,CHI-CHI'S STRAWBERRY DAQUIRI,1,$9.75
12/22/2025,WAL-MART 0559 / MUSCATINE,MUSCATINE,CAROLANS IRISH CREAM,4,$105.00
12/23/2025,WALGREENS #03773 / URBANDALE,URBANDALE,WOODFORD RESERVE DOUBLE OAKED,2,$97.50
12/23/2025,WILKIE LIQUORS,MOUNT VERNON,CAZADORES REPOSADO,36,$673.92
12/23/2025,HY-VEE DRUGSTORE / UNIVERSITY / DSM,DES MOINES,BLUE OX VODKA,12,$137.40
12/23/2025,FROHLICH'S SUPER VALU,COON RAPIDS,FIREBALL CINNAMON WHISKEY,1,$13.50
12/23/2025,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,PINNACLE,6,$90.00
12/23/2025,KWIK STOP #82  /  PEOSTA,PEOSTA,SOUTHERN COMFORT MINI,1,$8.10
12/23/2025,DUTCHMART FOODS / ORANGE CITY,ORANGE CITY,NEW AMSTERDAM GIN,2,$48.00
12/23/2025,FAREWAY STORES #067 / EVANSDALE,EVANSDALE,BAILEYS ORIGINAL IRISH CREAM MINI,1,$44.70
12/23/2025,BREW FLOYD / SIOUX CITY,SIOUX CITY,BLACK VELVET APPLE,5,$45.00
12/23/2025,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,CAROLANS IRISH CREAM,2,$30.00
12/24/2025,QUIK TRIP #514 / ANKENY,ANKENY,HENNESSY VS FLASK,4,$68.96
12/24/2025,HY-VEE FOOD STORE / OSKALOOSA,OSKALOOSA,CRUZAN VANILLA,12,$126.00
12/24/2025,HY-VEE WINE AND SPIRITS / PELLA,PELLA,JOSE CUERVO AUTHENTIC DOUBLE STRENGTH MARGARITA,6,$90.36
12/24/2025,SITE FOOD MART,KEOKUK,HAWKEYE VODKA MINI,2,$13.50
12/24/2025,ANOTHER ROUND / DEWITT,DEWITT,UNCLE NEAREST 1884 SMALL BATCH WHISKEY,6,$239.94
12/24/2025,HY-VEE  #2 (1018) / AMES,AMES,BACARDI SUPERIOR,12,$161.88
12/24/2025,WAL-MART 0748 / NEWTON,NEWTON,CROWN ROYAL REGAL APPLE,6,$305.94
12/24/2025,HY-VEE #3 GAS / IOWA CITY,IOWA CITY,CROWN ROYAL BLACKBERRY MINI,6,$51.84
12/24/2025,HY-VEE DRUGSTORE (7042) / IOWA CITY,IOWA CITY,JACK DANIELS OLD #7 BLACK LABEL MINI,3,$51.75
12/24/2025,FAREWAY STORES #212 / COLFAX,COLFAX,PLATINUM 7X VODKA,6,$67.50
12/26/2025,"CENTRAL CITY LIQUOR, INC.",DES MOINES,GLENLIVET CARIBBEAN RESERVE,2,$77.94
12/26/2025,SYCAMORE CONVENIENCE,WATERLOO,BLACK VELVET,60,$630.00
12/26/2025,SUPER TARGET T-0804 MASON CITY,MASON CITY,KAHLUA COFFEE,12,$251.88
12/26/2025,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,OLE SMOKY SALTY CARAMEL WHISKEY MINI,4,$105.00
12/26/2025,"FULL STOP, LLC / DES MOINES",DES MOINES,PATRON REPOSADO 200ML,12,$183.96
12/26/2025,WAL-MART 0753 / CEDAR FALLS,CEDAR FALLS,FIREBALL CINNAMON WHISKEY,12,$216.00
12/26/2025,WAL-MART 1285 / OTTUMWA,OTTUMWA,BACARDI SUPERIOR,12,$161.88
12/26/2025,HY-VEE #2 / DUBUQUE,DUBUQUE,DEKUYPER TRIPLE SEC,12,$42.00
12/26/2025,HY-VEE FOOD STORE / WEBSTER CITY,WEBSTER CITY,PATRON REPOSADO,3,$130.50
12/26/2025,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,HARD TRUTH SWEET MASH BOURBON DOUBLE OAKED,2,$105.00
12/27/2025,AVENUE G STORE / COUNCIL BLUFFS,COUNCIL BLUFFS,MCCORMICK 80PRF VODKA,48,$85.92
12/28/2025,TARGET STORE T-2909 / WAUKEE,WAUKEE,ON THE ROCKS COCKTAILS ESPRESSO MARTINI,12,$117.00
12/28/2025,WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,DES MOINES,CROWN ROYAL BLACKBERRY MINI,2,$17.28
12/28/2025,CASEY'S GENERAL STORE #3404 / CARLIS,CARLISLE,JACK DANIELS TENNESSEE BLACKBERRY,3,$71.61
12/29/2025,SIP & BURN / ANKENY,ANKENY,WOODFORD RESERVE,12,$207.00
12/29/2025,LONELY OAK DISTILLERY (ET),EARLING,NORTH FORTY PEACH VODKA,36,$534.60
12/29/2025,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,CEDAR RAPIDS,99 BUTTERSCOTCH,48,$72.00
12/29/2025,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,PARAMOUNT WHITE RUM,6,$72.00
12/29/2025,"CENTRAL CITY LIQUOR, INC.",DES MOINES,HENNESSY VS UPGRADE,6,$404.94
12/29/2025,ALLCOOL LIQUORS / WDM,WEST DES MOINES,DEL MAGUEY MEZCAL VIDA,1,$29.97
12/29/2025,WAL-MART 1787 / CARROLL,CARROLL,TITOS HANDMADE VODKA,12,$342.00
12/29/2025,MAVERIK #5046 / MUSCATINE,MUSCATINE,BACARDI SUPERIOR,12,$161.88
12/29/2025,SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,DAVENPORT,"SMIRNOFF RED, WHITE & BERRY MINI",1,$6.92
12/29/2025,HY-VEE #4 / DAVENPORT,DAVENPORT,KETEL ONE BOTANICAL CUCUMBER & MINT,6,$102.00
12/29/2025,SNS MART / DAVENPORT,DAVENPORT,CALIBER AMERICAN BLENDED,3,$19.08
12/30/2025,HY-VEE FOOD AND DRUG / CLINTON,CLINTON,PARAMOUNT CREME DE CACAO WHITE,12,$94.56
12/30/2025,HY-VEE DRUGSTORE / DAVENPORT,DAVENPORT,DEKUYPER SOUR APPLE PUCKER,12,$121.56
12/30/2025,"CENTRAL CITY LIQUOR, INC.",DES MOINES,TITOS HANDMADE VODKA,12,$237.12
12/30/2025,SA TOBACCO LIQUOR MART / CLINTON,CLINTON,MCCORMICK 80PRF VODKA MINI,6,$42.30
12/30/2025,MEGA SAVER / WINTERSET,WINTERSET,HENNESSY VS,3,$89.97
12/30/2025,BREW #104 / TOLEDO,TOLEDO,NIKOLAI VODKA,30,$296.10
12/30/2025,MAVERIK #5206 / TIFFIN,TIFFIN,TITOS HANDMADE VODKA,8,$65.04
12/30/2025,TARGET STORE T-1771 / CEDAR RAPIDS,CEDAR RAPIDS,SOONHARI YOGURT SOJU,20,$90.00
12/30/2025,WAL-MART 2716 / CEDAR RAPIDS,CEDAR RAPIDS,JAMESON,12,$314.88
12/30/2025,LARCHWOOD QUICK STOP / LARCHWOOD,LARCHWOOD,JOSE CUERVO ESPECIAL SILVER,1,$18.00
12/30/2025,MAVERIK #5267 / URBANDALE,URBANDALE,99 WATERMELON PET MINI,1,$81.00
12/30/2025,WAL-MART 1241 / DAVENPORT,DAVENPORT,FIREBALL BLAZIN APPLE MINI,24,$157.44
12/30/2025,J D SPIRITS LIQUOR,ONAWA,DEWARS WHITE LABEL SCOTCH,1,$20.25
12/30/2025,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,PARAMOUNT PEPPERMINT SCHNAPPS PET,12,$76.56
12/30/2025,CIRCLE S BLUFF STOP,SERGEANT BLUFF,FIREBALL CINNAMON WHISKEY,96,$144.00
12/30/2025,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,CROSS KEYS RUM,3,$45.33
12/30/2025,KWIK STAR #1156 / OELWEIN,OELWEIN,E & J VS PET,12,$117.00
12/31/2025,HOMETOWN LIQUOR & WINE / MOUNT PLEASANT,MOUNT PLEASANT,MALIBU COCONUT,6,$148.44
12/31/2025,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,WEST DES MOINES,360 GEORGIA PEACH,12,$152.88
12/31/2025,CASEY'S GENERAL STORE #1684 / EMMETSBURG,EMMETSBURG,99 BANANAS,48,$72.00
12/31/2025,BIG DISCOUNT LIQUOR / CEDAR RAPIDS,CEDAR RAPIDS,TEREMANA REPOSADO TEQUILA,6,$156.60
12/31/2025,HY-VEE FOOD STORE #2 (1285) / IOWA CITY,IOWA CITY,GRAND MARNIER CORDON ROUGE,3,$103.50
12/31/2025,HY-VEE FOOD STORE (1324) / KEOKUK,KEOKUK,DEEP EDDY 80PRF,2,$28.50
12/31/2025,OLD FIRE LIQUOR / BUFFALO CENTER,BUFFALO CENTER,JACKSON MORGAN SOUTHERN CREAM LEMON ICEBOX,18,$369.18
01/02/2026,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,KNOB CREEK,6,$112.50
01/02/2026,B S MINI MART INC,BURLINGTON,MALIBU MANGO,1,$13.49
01/02/2026,HY-VEE FOOD STORE #1 (1504) / OTTUMWA,OTTUMWA,BEEFEATER GIN,6,$211.32
01/02/2026,WAL-MART 3630 / MARION,MARION,BLUE OX VODKA,6,$68.70
01/02/2026,HY-VEE FOOD STORE #3 (1142) / DES MOINES,DES MOINES,BUZZBALLZ BIGGIES STRAWBERRY RITA,12,$180.00
01/02/2026,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,BLUE OX VODKA,6,$68.70
01/02/2026,MAVERIK #5299 / AMES,AMES,SEAGRAMS 7 CROWN,2,$10.50
01/02/2026,QUIK STOP  /  BURLINGTON,BURLINGTON,FIREBALL CINNAMON WHISKEY,48,$72.00
01/02/2026,RANDY'S NEIGHBORHOOD MARKET,DEWITT,PATRON SILVER,2,$74.98
01/02/2026,HY-VEE #3 / BDI / DES MOINES,DES MOINES,PATRON SILVER,360,"$13,496.40"
01/02/2026,MAVERIK #5020 / WAUKEE,WAUKEE,JOSE CUERVO ESPECIAL REPOSADO,12,$216.00
01/02/2026,IOWA SPIRITS / BURLINGTON,BURLINGTON,SAUZA BLANCO SILVER,2,$31.50
01/02/2026,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,TITOS HANDMADE VODKA,4,$60.00
01/02/2026,HAPPY'S WINE & SPIRITS,CEDAR FALLS,OLE SMOKY SALTY WATERMELON WHISKEY,12,$207.00
01/02/2026,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,JIM BEAM APPLE,6,$58.50
01/02/2026,FAREWAY STORES #941 / GREENFIELD,GREENFIELD,CHI-CHI'S MARGARITA,6,$58.50
01/02/2026,LIQUOR TOBACCO OUTLET / FORT DODGE,FORT DODGE,PAUL MASSON GRANDE AMBER BRANDY VS,24,$115.92
01/04/2026,TEQUILA'S LIQUOR STORE,DES MOINES,HENNESSY V.S.O.P 12 750ML GB UPGRADE,1,$48.74
01/04/2026,TEQUILA'S LIQUOR STORE,DES MOINES,METAXA OUZO,1,$15.72
01/04/2026,1ST STOP BEVERAGE SHOP,DES MOINES,FIREBALL CINNAMON WHISKEY PET,12,$162.00
01/05/2026,ROCKINGHAM LIQUOR - DAVENPORT,DAVENPORT,MCCORMICK 80PRF VODKA PET,24,$66.24
01/05/2026,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,12,$251.88
01/05/2026,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,DOC HOLLIDAY BOURBON 7 YEARS,6,$495.00
01/05/2026,HY-VEE FOOD & DRUGSTORE #3 / WDM,WEST DES MOINES,OLE SMOKY TENNESSEE SALTY WATERMELON WHISKEY MINI,1,$26.25
01/05/2026,"FAREWAY STORES, INC. #232 / WEST DES MOINES",WEST DES MOINES,JIM BEAM MINI,1,$10.50
01/05/2026,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,DEEP EDDY CRANBERRY,12,$171.00
01/05/2026,CROWN SMOKE & VAPE / DAVENPORT,DAVENPORT,MCCORMICK 80PRF VODKA,12,$65.52
01/05/2026,WASHINGTON STREET MINI MART / DAVENPORT,DAVENPORT,PATRON SILVER,5,$187.45
01/05/2026,CASEY'S GENERAL STORE #1446 / LISBON,LISBON,FROST TRAIL VODKA MINI,12,$70.80
01/05/2026,UNIVERSITY MARKET / DES MOINES,DES MOINES,99 STRAWBERRIES MINI,1,$81.00
01/05/2026,HY-VEE FOOD STORE (1295) / IOWA FALLS,IOWA FALLS,TEN HIGH,2,$14.82
01/06/2026,MAVERIK #5036 / SIOUX CITY,SIOUX CITY,FIREBALL CINNAMON WHISKEY,12,$162.00
01/06/2026,SMARTSHOP LLC / DES MOINES,DES MOINES,EFFEN BLOOD ORANGE,6,$112.50
01/06/2026,BOOTLEGGING BARZINIS,CORALVILLE,PENDLETON CANADIAN WHISKEY,2,$45.00
01/06/2026,SPIRITS WORLD / INDIANOLA,INDIANOLA,STEEPLE RIDGE BOURBON SINGLE BARREL,6,$225.00
01/06/2026,HY-VEE FOOD STORE / URBANDALE,URBANDALE,DON JULIO 1942 MINI,1,$112.50
01/07/2026,HY-VEE WINE AND SPIRITS (1628) / SPIRIT LAKE,SPIRIT LAKE,JACK DANIELS OLD #7 BLACK LABEL,12,$364.92
01/07/2026,SAINT AVE. BP / OLDS,OLDS,JOSE CUERVO ESPECIAL REPOSADO SQUARE,12,$117.60
01/07/2026,CASEY'S GENERAL STORE #2237 / PRAIRIE CITY,PRAIRIE CITY,FIREBALL CINNAMON WHISKEY PET,12,$162.00
01/07/2026,QUICK STOP / CEDAR RAPIDS,CEDAR RAPIDS,HEAVEN HILL BOURBON 90TH ANNIVERSARY EDITION,1,$93.75
01/07/2026,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,JIM BEAM,48,$108.00
01/08/2026,FAREWAY STORES #019 / SIOUX CITY,SIOUX CITY,OLD FORESTER SIGNATURE 100PRF BOURBON,2,$39.00
01/08/2026,QUIK TRIP #513 / URBANDALE,URBANDALE,JOSE CUERVO ESPECIAL REPOSADO MINI,1,$18.50
01/08/2026,HAPPY'S WINE & SPIRITS,CEDAR FALLS,JOSE CUERVO GOLDEN MARGARITA,6,$99.36
01/08/2026,SAM'S CLUB 6472 / COUNCIL BLUFFS,COUNCIL BLUFFS,BLACK VELVET,18,$310.50
01/08/2026,MEGA SAVER / JOHNSTON,JOHNSTON,JIM BEAM,2,$19.50
01/08/2026,WAL-MART 0753 / CEDAR FALLS,CEDAR FALLS,JOSE CUERVO ESPECIAL REPOSADO,12,$216.00
01/09/2026,SUPER QUICK 2 / HUBBELL,DES MOINES,ILEGAL MEZCAL REPOSADO,2,$76.50
01/09/2026,CASEY'S GENERAL STORE #2610 / ATLANTIC,ATLANTIC,99 APPLES MINI DISPLAY,1,$81.00
01/09/2026,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,GLENFIDDICH 16 ASTON MARTIN F1,6,$338.34
01/09/2026,MAVERIK #5082 / NORWALK,NORWALK,FIREBALL CINNAMON WHISKEY,48,$72.00
01/12/2026,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,CLINTON,PARAMOUNT WHITE RUM,6,$72.00
01/12/2026,CORK 'N BOTTLE / MANCHESTER,MANCHESTER,SEAGRAMS 7 CROWN,6,$125.94
01/12/2026,BENZ DISTRIBUTING,CEDAR RAPIDS,HA KELT COGNAC XO W/50ML PETRA,1,$169.74
01/12/2026,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,CAPTAIN MORGAN ORIGINAL SPICED,12,$170.88
01/12/2026,WAL-MART 2889 / CLINTON,CLINTON,CALIBER SPICED RUM,12,$75.24
01/13/2026,WAL-MART 2827 / CORALVILLE,CORALVILLE,BACARDI SUPERIOR,12,$171.00
01/13/2026,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,MARSHALLTOWN,DEEP EDDY CRANBERRY,1,$14.25
01/13/2026,HY-VEE / DRUGTOWN #1 (7020) / CEDAR RAPIDS,CEDAR RAPIDS,FIREBALL CINNAMON WHISKEY,96,$144.00
01/13/2026,"MUGHAL, INC. / WATERLOO",WATERLOO,E & J VSOP,48,$162.24
01/13/2026,FOOD LAND SUPER MARKETS,MISSOURI VALLEY,MAKERS MARK,2,$54.00
01/13/2026,KWIK STAR 1918 / TIFFIN,TIFFIN,ABSOLUT SWEDISH VODKA 80PRF,12,$161.88
01/13/2026,THE CROWN LIQUOR / IOWA CITY,IOWA CITY,WOODFORD RESERVE RYE,2,$73.30
01/14/2026,WAL-MART 0748 / NEWTON,NEWTON,OLD CROW,6,$94.50
01/14/2026,HY-VEE DRUGSTORE (7042) / IOWA CITY,IOWA CITY,SEAGRAMS EXTRA DRY GIN MINI,2,$9.90
01/14/2026,SUPER CONVENIENCE STORE,COUNCIL BLUFFS,CASAMIGOS BLANCO,6,$247.44
01/14/2026,WAL-MART 0784 / MT PLEASAN,MT PLEASANT,CROWN ROYAL,12,$368.88
01/14/2026,IOWA LIQUOR & TOBACCO,OTTUMWA,CAPTAIN MORGAN ORIGINAL SPICED,24,$188.64
01/14/2026,FAREWAY STORES #015 / DENISON,DENISON,PARAMOUNT GOLD RUM,6,$72.00
01/15/2026,CASEY'S GENERAL STORE #3789,ALTOONA,CROWN ROYAL WHISKY SOUR BLACK CHERRY COCKTAIL,2,$20.98
01/15/2026,SUPER QUICK MART / WINDSOR HEIGHTS,WINDSOR HEIGHTS,ABSOLUT SWEDISH VODKA 80PRF,2,$53.98
01/15/2026,HY-VEE #3 / BDI / DES MOINES,DES MOINES,GREY GOOSE,72,"$2,052.00"
01/15/2026,WAL-MART 0753 / CEDAR FALLS,CEDAR FALLS,PLATINUM 7X VODKA,6,$67.50
01/15/2026,SYCAMORE CONVENIENCE,WATERLOO,ROMANA SAMBUCA ITALIAN LIQUORE,12,$252.00
01/16/2026,SMARTSHOP LLC / DES MOINES,DES MOINES,KAHLUA DUNKIN CARAMEL SWIRL MINI,1,$9.90
01/16/2026,TOBACCO HUT PLUS US GAS / DES MOINES,DES MOINES,ADMIRAL NELSON SPICED,6,$112.50
01/16/2026,MAVERIK #5020 / WAUKEE,WAUKEE,BLUE OX VODKA,6,$68.70
01/16/2026,FAREWAY STORES #114 / DUBUQUE,DUBUQUE,NEW AMSTERDAM 80PRF,6,$103.50
01/16/2026,"GIGGLE JUICE LIQUOR STATION, LLC",ANAMOSA,CAPTAIN MORGAN ORIGINAL SPICED MINI,1,$7.20
01/16/2026,DISCOUNT LIQUOR AND TOBACCO / CRESTON,CRESTON,WHISTLEPIG 10YR BOURBON,2,$120.00
01/16/2026,POLK CITY LIQUOR / POLK CITY,POLK CITY,JTS BROWN BONDED BOURBON,2,$27.00
01/16/2026,DING'S HONK'N HOLLER,CLARINDA,OLD FORESTER SINGLE BARREL RYE BARREL PROOF,1,$67.50
01/16/2026,WAL-MART 5748 / GRIMES,GRIMES,PLATINUM 7X VODKA,12,$135.00
01/18/2026,HY-VEE WINE AND SPIRITS / HUBBELL,DES MOINES,CAPTAIN MORGAN ORIGINAL SPICED,12,$233.88
01/19/2026,CENTRAL CITY 2,DES MOINES,JIM BEAM,36,$729.00
01/19/2026,CAR-GO-EXPRESS / SUTHERLAND,SUTHERLAND,FIREBALL CINNAMON WHISKEY,48,$72.00
01/20/2026,HY-VEE DOLLAR FRESH / MAQUOKETA,MAQUOKETA,LICOR 43 CHOCOLATE,6,$134.94
01/20/2026,BROOKLYN GROCERY / BROOKLYN,BROOKLYN,JIM BEAM APPLE,1,$17.25
01/20/2026,CASEY'S #4367 / IOWA CITY,IOWA CITY,99 APPLES MINI DISPLAY,1,$81.00
01/20/2026,SUPER STOP IV - DUBUQUE,DUBUQUE,MCCORMICK 80PRF VODKA PET,6,$74.16
01/20/2026,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,CAMPARI ITALIAN APERITIVO,3,$78.75
01/20/2026,"FAREWAY STORES, INC. #249 / STORY CITY",STORY CITY,ABSOLUT SWEDISH VODKA 80PRF,3,$40.47
01/20/2026,FAREWAY STORES #479 / INDEPENDENCE,INDEPENDENCE,REDBREAST 12YR,1,$59.97
01/20/2026,BREW #104 / TOLEDO,TOLEDO,TITOS HANDMADE VODKA,8,$158.08
01/20/2026,HY-VEE FOOD STORE (1271) / INDIANOLA,INDIANOLA,OLD FITZGERALD 7YR BIB BOURBON,6,$270.00
01/20/2026,MINIMART / INDEPENDENCE,INDEPENDENCE,BEAMS 8 STAR BL WHISKEY,12,$72.00
01/20/2026,QUILLINS QUALITY FOODS WEST UNION,WEST UNION,BAILEYS SALTED CARAMEL,3,$74.22
01/20/2026,FOOD LAND SUPER MARKETS,MISSOURI VALLEY,OLD FITZGERALD 7YR BIB BOURBON,6,$270.00
01/21/2026,OKOBOJI AVENUE LIQUOR,MILFORD,REVELTON MULBERRY GIN,6,$157.50
01/21/2026,HY-VEE WINE AND SPIRITS / LE MARS,LE MARS,JACK DANIELS OLD #7 BLACK LABEL,6,$299.52
01/21/2026,CASEY'S GENERAL STORE #1316 / MILFORD,MILFORD,OLE SMOKY APPLE PIE MOONSHINE 70PRF MINI,32,$420.16
01/21/2026,HY-VEE WINE AND SPIRITS (1010) / ALGONA,ALGONA,CHRISTIAN BROS BRANDY,12,$108.00
01/21/2026,"RAY'S SUPERMARKET, INC.",WATERLOO,MCCORMICK 80PRF VODKA,12,$79.08
01/21/2026,QUALITY QUICK STOP / FAIRFIELD,FAIRFIELD,CROWN ROYAL VANILLA,4,$50.96
01/21/2026,HY-VEE #4 / WDM,WEST DES MOINES,KINKY PINK,6,$90.00
01/21/2026,SAM'S CLUB 6979 / ANKENY,ANKENY,JOSE CUERVO AUTHENTIC MARGARITA DOUBLE STRENGTH STRAWBERRY L,360,"$5,421.60"
01/21/2026,HY-VEE #3 / BDI / DES MOINES,DES MOINES,WESTERN SON BLUEBERRY,12,$162.24
01/21/2026,7 DAYS MART / COUNCIL BLUFFS,COUNCIL BLUFFS,BUZZBALLZ BIGGIES GRAPES GONE WILD,3,$45.00
01/21/2026,HY-VEE FOOD & DRUGSTORE #3 / WDM,WEST DES MOINES,JAGERMEISTER LIQUEUR,12,$258.36
01/21/2026,THE BOONEDOCKS,ARNOLDS PARK,FIREBALL CINNAMON WHISKEY PET,6,$144.00
01/22/2026,HY-VEE #2 FOOD STORE / MASON CITY,MASON CITY,CANADIAN CLUB WHISKY PET,6,$72.00
01/22/2026,EAST END LIQUOR / DES MOINES,DES MOINES,TEREMANA BLANCO TEQUILA,4,$51.12
01/22/2026,CASEY'S #4314 - AMES,AMES,SMIRNOFF 80PRF,24,$179.76
01/22/2026,HY-VEE WINE AND SPIRITS / HUBBELL,DES MOINES,TITOS HANDMADE VODKA,24,$125.76
01/22/2026,EASYGO LIQUOR / WEST DES MOINES,WEST DES MOINES,HENNESSY VS FLASK,12,$206.88
01/22/2026,MINIMART / CEDAR FALLS,CEDAR FALLS,JIM BEAM APPLE,24,$234.00
01/23/2026,CASEY'S GENERAL STORE #2659 / COLUMBUS JUNCTION,COLUMBUS JUNCTION,HAWKEYE VODKA,6,$67.50
01/23/2026,FRANKLIN STREET FLORAL & GIFT,MONONA,SMIRNOFF RASPBERRY,1,$13.88
01/23/2026,WORLD LIQUOR & TOBACCO + VAPORS / DES MOINES,DES MOINES,TITOS HANDMADE VODKA,12,$180.00
01/23/2026,MLK LIQUOR LLC / DES MOINES,DES MOINES,BLACK VELVET,12,$108.00
