Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
02/07/2022,GRANDVIEW MART,MUSCATINE,BARTON VODKA,12,$60.72
02/07/2022,CASEY'S GENERAL STORE #1045 / DELMAR,DELMAR,BLUE OX VODKA,12,$61.44
02/07/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,DEKUYPER LUSCIOUS PEACHTREE PET,12,$117.00
02/07/2022,HY-VEE FOOD STORE / DAVENPORT,DAVENPORT,FIVE STAR PET,1,$5.25
02/07/2022,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,ADMIRAL NELSON SPICED PET,2,$18.00
02/07/2022,CASEY'S GENERAL STORE #2578 / MAQUOKETA,MAQUOKETA,FIREBALL CINNAMON WHISKEY MINI SLEEVE,24,$154.80
02/08/2022,SAM'S MINI MART / MORNINGSIDE AVE SIOUX CITY,SIOUX CITY,UV BLUE RASPBERRY,24,$124.32
02/08/2022,CASEY'S GENERAL STORE #2447 / SERGEANT BLUFF,SERGEANT BLUFF,BLACK VELVET APPLE,3,$23.55
02/08/2022,HY-VEE WINE AND SPIRITS / HARLAN,HARLAN,AVION SILVER,2,$64.44
02/08/2022,MAIN STREET LIQUORS / MANNING,MANNING,BLACK VELVET TOASTED CARAMEL,2,$15.70
02/08/2022,BAILEY'S CONVENIENCE / SIOUX CITY,SIOUX CITY,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$77.40
02/08/2022,KUM & GO #124 / STORY CITY,STORY CITY,SEAGRAMS 7 CROWN,4,$45.00
02/08/2022,BEST TRIP,DES MOINES,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,$38.70
02/09/2022,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,SOOH AALBORG TAFFEL AQUAVIT,2,$33.00
02/09/2022,FAREWAY STORES #950 / IOWA CITY,IOWA CITY,TANQUERAY GIN,12,$243.00
02/09/2022,WAL-MART 3762 / WDM,WEST DES MOINES,JACK DANIELS OLD #7 BLACK LABEL,6,$285.48
02/09/2022,HY-VEE WINE AND SPIRITS / ANKENY,ANKENY,BACARDI MANGO FUSION,12,$148.56
02/09/2022,FCA KINGSLEY C-STORE,KINGSLEY,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,6,$142.56
02/09/2022,HOMETOWN WINE & SPIRITS / OSKALOOSA,OSKALOOSA,JOHNNIE WALKER DOUBLE BLACK,6,$216.48
02/10/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,SAUZA GOLD,24,$426.00
02/10/2022,HY-VEE FOOD STORE #1 / MASON CITY,MASON CITY,JOHNNIE WALKER BLACK,3,$124.83
02/10/2022,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,FOUR ROSES BOURBON,1,$35.25
02/10/2022,HY-VEE WINE AND SPIRITS / ESTHERVILLE,ESTHERVILLE,JACK DANIELS OLD #7 BLACK LABEL,12,$570.96
02/10/2022,HY-VEE / WAVERLY,WAVERLY,MCMASTERS CANADIAN WHISKEY,6,$81.00
02/10/2022,EZ MART / BONDURANT,BONDURANT,JIM BEAM PEACH,2,$33.00
02/10/2022,SUPER QUICK MART / WINDSOR HEIGHTS,WINDSOR HEIGHTS,CAPTAIN MORGAN ORIGINAL SPICED,6,$162.00
02/10/2022,FAREWAY STORES #974 / CEDAR FALLS,CEDAR FALLS,KETEL ONE,2,$34.00
02/10/2022,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,SLOW AND LOW,1,$17.76
02/10/2022,KUM & GO #542 / URBANDALE,URBANDALE,PAUL MASSON GRANDE AMBER BRANDY VS,2,$9.66
02/11/2022,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,FIVE STAR,6,$68.58
02/11/2022,HY-VEE WINE AND SPIRITS / RED OAK,RED OAK,99 WATERMELON PET MINI,1,$77.40
02/11/2022,HY-VEE DYERSVILLE DOLLAR FRESH,DYERSVILLE,JIM BEAM APPLE,12,$198.00
02/11/2022,LIQUOR TOBACCO OUTLET / FORT DODGE,FORT DODGE,FIVE O'CLOCK VODKA,24,$69.60
02/11/2022,CASEY'S GENERAL STORE #3826 - ADEL,ADEL,UV BLUE RASPBERRY MINI,12,$82.80
02/11/2022,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,REDBREAST 12YR,6,$314.82
02/11/2022,FAREWAY STORES #470 / PERRY,PERRY,JIM BEAM PET,6,$193.50
02/11/2022,FAREWAY STORES #008 / DYERSVILLE,DYERSVILLE,UV VODKA PET,42,$724.50
02/11/2022,CVS PHARMACY #4816 / COUNCIL BLUFFS,COUNCIL BLUFFS,SEAGRAMS EXTRA SMOOTH VODKA,12,$96.84
02/11/2022,ELDRIDGE MART,ELDRIDGE,BACARDI SUPERIOR,84,"$1,040.76"
02/11/2022,SODES GREEN ACRE,GUTTENBERG,PARAMOUNT AMARETTO,12,$72.96
02/14/2022,BEECHER LIQUOR / DUBUQUE,DUBUQUE,JOHNNIE WALKER DOUBLE BLACK,2,$72.16
02/14/2022,KUM & GO #74 / WEST DES MOINES,WEST DES MOINES,MCCORMICK 80PRF VODKA PET,8,$21.60
02/14/2022,SHADE TREE LIQUORS,NORTHWOOD,FIREBALL CINNAMON WHISKEY,48,$64.80
02/14/2022,"NEIGHBORHOOD FOOD, LIQUOR & TOBACCO / CEDAR RAPIDS",CEDAR RAPIDS,PARROT BAY STRAWBERRY,1,$9.75
02/14/2022,HY-VEE #4 / WDM,WEST DES MOINES,THE WISEMAN RYE,6,$225.30
02/14/2022,ALS LIQUOR,STORM LAKE,HENNESSY VS,12,$413.88
02/15/2022,GOOD AND QUICK CO,NEVADA,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,4,$95.04
02/15/2022,RAYSMARKET,EVANSDALE,TEREMANA REPOSADO TEQUILA,1,$24.65
02/15/2022,MARSHALL BEER WINE SPIRITS,MARSHALLTOWN,ESPOLON BLANCO,12,$270.00
02/15/2022,CASEY'S GENERAL STORE #3757 / IDA GROVE,IDA GROVE,BLACK VELVET,6,$94.08
02/15/2022,KIMMES COON RAPIDS COUNTRY STORE #12,COON RAPIDS,MIDNIGHT MOON DILL PICKLES,3,$51.75
02/15/2022,KWIK STAR #1142  / IOWA CITY,IOWA CITY,CAPTAIN MORGAN ORIGINAL SPICED PET,12,$163.08
02/16/2022,LIQUOR LOCKER,ROCK RAPIDS,DEKUYPER MIXED BERRY MEDLEY,2,$23.62
02/16/2022,RIVERSIDE LIQUOR 2 / DAVENPORT,DAVENPORT,CROWN ROYAL,44,$330.00
02/16/2022,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,REVELTON MULBERRY GIN,6,$153.00
02/16/2022,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,B&B DOM,3,$87.75
02/16/2022,TARGET STORE T-2454 / COUNCIL BLUFFS,COUNCIL BLUFFS,CASAMIGOS REPOSADO,6,$256.50
02/16/2022,HY-VEE FOOD STORE #1 / AMES,AMES,GREY GOOSE,6,$171.00
02/16/2022,HOMETOWN FAMILY MARKET,GLADBROOK,PARAMOUNT BLACKBERRY BRANDY,1,$16.94
02/16/2022,HY-VEE FOOD STORE #1 / AMES,AMES,CHI-CHI'S MEXICAN MUDSLIDE,6,$58.50
02/16/2022,HY-VEE WINE AND SPIRITS / ALGONA,ALGONA,RICH & RARE PEACH,12,$90.00
02/17/2022,SYCAMORE CONVENIENCE,WATERLOO,BACARDI LIMON,24,$342.00
02/17/2022,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,CROWN ROYAL REGAL APPLE,6,$296.94
02/17/2022,HY-VEE FOOD STORE / URBANDALE,URBANDALE,FLEISCHMANNS GIN,6,$58.50
02/17/2022,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,BURNETTS RASPBERRY,4,$27.00
02/17/2022,KUM & GO #129  /  JOHNSTON,JOHNSTON,GREY GOOSE,2,$45.00
02/17/2022,FAREWAY STORES #155 / HUXLEY,HUXLEY,STOLICHNAYA BLUEBERI,2,$29.98
02/18/2022,CASEY'S GENERAL STORE #2512 / HILLS,HILLS,FIREBALL CINNAMON WHISKEY,48,$384.00
02/18/2022,SUPER QUICK / SE 30 DM,DES MOINES,KESSLER BLEND WHISKEY,7,$19.25
02/18/2022,TARGET STORE T-1939 / ALTOONA,ALTOONA,HAWKEYE VODKA,12,$129.12
02/18/2022,CASEY'S GENERAL STORE #2834 / LENOX,LENOX,JOSE CUERVO ESPECIAL REPOSADO MINI,4,$69.00
02/18/2022,KUM & GO #240 / NORTH AVE NORWALK,NORWALK,NEW AMSTERDAM PINK WHITNEY MINI,1,$6.92
02/18/2022,"BRICK STREET MARKET, LLC",BONDURANT,JACK DANIELS TENNESSEE HONEY,6,$140.16
02/18/2022,HY-VEE WINE AND SPIRITS / RED OAK,RED OAK,GORDONS GIN LONDON DRY PET,6,$99.00
02/18/2022,WAL-MART 2935 / KNOXVILLE,KNOXVILLE,JIM BEAM HONEY MINI,12,$126.00
02/18/2022,CASEY'S GENERAL STORE #3291,COGGON,JACK DANIELS TENNESSEE FIRE,6,$140.16
02/21/2022,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,BLUE OX VODKA PET,12,$62.88
02/21/2022,WAL-MART 1787 / CARROLL,CARROLL,PENDLETON CANADIAN WHISKEY,12,$243.00
02/21/2022,CENTRAL CITY 2,DES MOINES,SOUTHERN COMFORT,36,$700.56
02/21/2022,WAL-MART 2716 / CEDAR RAPIDS,CEDAR RAPIDS,SMIRNOFF 80PRF,12,$166.56
02/21/2022,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,HA LOCK STOCK & BARREL VATTED STRAIGHT RYE WHISKEY 100PRF,1,$60.00
02/21/2022,CASEY'S GENERAL STORE #61 / WILTON,WILTON,HAWKEYE VODKA,12,$129.12
02/21/2022,NORTH SIDE LIQUOR & TOBACCO / DUBUQUE,DUBUQUE,FIREBALL CINNAMON WHISKEY,288,$388.80
02/21/2022,HARTIG DRUG COMPANY #4 / DUBUQUE,DUBUQUE,FLEISCHMANNS 80PRF VODKA,30,$292.50
02/21/2022,LAKE VIEW REDEMPTION & LIQUOR STORE,LAKE VIEW,JAMESON ORANGE,3,$67.47
02/21/2022,HY-VEE WINE AND SPIRITS / IOWA CITY,IOWA CITY,ADMIRAL NELSON SPICED,6,$103.98
02/22/2022,R&L FOODS,DOON,BLACK VELVET,6,$94.08
02/22/2022,WAL-MART 0559 / MUSCATINE,MUSCATINE,CALIBER SPICED RUM,6,$66.18
02/22/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,SEAGRAMS 7 CROWN ORCHARD APPLE,6,$63.00
02/22/2022,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,TITOS HANDMADE VODKA,12,$180.00
02/22/2022,LIL' CHUBS CORNER STOP,INWOOD,FIVE O'CLOCK VODKA,6,$64.80
02/22/2022,SAVE MORE / DAVENPORT,DAVENPORT,SMIRNOFF CITRUS,3,$37.14
02/22/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,LUNAZUL REPOSADO,6,$112.50
02/22/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,JACK DANIELS OLD #7 BLACK LABEL,12,$570.96
02/22/2022,FAREWAY STORES #737 / GRINNELL,GRINNELL,TEN HIGH,6,$83.16
02/22/2022,TWIN TOWN LIQUOR,TOLEDO,JOSE CUERVO ESPECIAL REPOSADO,12,$243.00
02/22/2022,HY-VEE FOOD AND DRUG / CLINTON,CLINTON,ABSOLUT SWEDISH VODKA 80PRF,12,$179.88
02/22/2022,WAL-MART 1491 / INDIANOLA,INDIANOLA,SMIRNOFF 80PRF,12,$166.56
02/22/2022,TARGET STORE T-1792 / WATERLOO,WATERLOO,WINDSOR CANADIAN PET,6,$90.00
02/22/2022,OELWEIN LIQUOR TOBACCO & GAS / OELWEIN,OELWEIN,FIREBALL CINNAMON WHISKEY,12,$162.00
02/22/2022,YESWAY #1103 / ROCKFORD,ROCKFORD,SMIRNOFF 80PRF PET,12,$148.56
02/23/2022,TOBACCO HUT #18 / COUNCIL BLUFFS,COUNCIL BLUFFS,BARTON VODKA PET,12,$60.72
02/23/2022,HY-VEE FOOD STORE #1 / AMES,AMES,PAUL MASSON GRANDE AMBER BRANDY VS,2,$9.66
02/23/2022,CORK AND BOTTLE / OSKALOOSA,OSKALOOSA,TANQUERAY GIN,1,$37.49
02/23/2022,DOWNTOWN LIQUOR,SIOUX CITY,TITOS HANDMADE VODKA,24,$125.76
02/23/2022,NEIGHBORHOOD LIQUOR AND SMOKES / AMES,AMES,JIM BEAM APPLE MINI,12,$126.00
02/23/2022,CASEY'S GENERAL STORE #1941 / ANKENY,ANKENY,CAPTAIN MORGAN ORIGINAL SPICED,3,$81.00
02/23/2022,HY-VEE WINE AND SPIRITS / WASHINGTON,WASHINGTON,JIM BEAM PEACH,12,$198.00
02/23/2022,BROTHER'S MARKET WINE AND SPIRITS,SIGOURNEY,PARAMOUNT PEPPERMINT SCHNAPPS,1,$6.42
02/24/2022,HY-VEE FOOD STORE #3 / WATERLOO,WATERLOO,BAILEYS ORIGINAL IRISH CREAM 100ML,16,"$1,002.24"
02/24/2022,HAPPY'S WINE & SPIRITS,CEDAR FALLS,BAILEYS ORIGINAL IRISH CREAM,12,$377.88
02/25/2022,FAREWAY STORES #114 / DUBUQUE,DUBUQUE,SAILOR JERRY SPICED NAVY RUM,3,$45.00
02/25/2022,QUIK TRIP #544 / SE 14TH DM,DES MOINES,FIREBALL CINNAMON WHISKEY,1,$13.50
02/25/2022,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,TANQUERAY SEVILLA ORANGE,6,$121.50
02/25/2022,"GIGGLE JUICE LIQUOR STATION, LLC",ANAMOSA,99 PEACHES,4,$45.00
02/25/2022,HY-VEE WINE AND SPIRITS / BOONE,BOONE,CIROC SUMMER CITRUS,3,$74.22
02/26/2022,HY-VEE FOOD STORE #1 / OTTUMWA,OTTUMWA,CAPTAIN MORGAN ORIGINAL SPICED,6,$162.00
02/27/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,GLENLIVET 15YR FRENCH OAK,6,$328.32
02/28/2022,SID'S BEVERAGE SHOP,DUBUQUE,GRAND MARNIER CORDON ROUGE,2,$29.98
02/28/2022,CASEY'S GENERAL STORE #1617 / JEFFERSON,JEFFERSON,KINKY ALOHA,1,$15.00
02/28/2022,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,DEKUYPER CHERRY PUCKER,2,$19.50
03/01/2022,FAREWAY STORES #412 / OELWEIN,OELWEIN,CROWN ROYAL REGAL APPLE,1,$29.09
03/01/2022,TRANSIT GENERAL STORE,SIOUX CITY,MCCORMICK 80PRF VODKA PET,12,$134.52
03/01/2022,DOWNTOWN LIQUOR,SIOUX CITY,HAWKEYE VODKA PET,24,$120.24
03/02/2022,HY-VEE FOOD STORE / IOWA CITY,IOWA CITY,CEDAR RIDGE BOTTLED IN BOND RYE WHISKEY,6,$225.00
03/02/2022,BROTHER'S MARKET WINE AND SPIRITS,SIGOURNEY,BLUE OX VODKA,6,$65.52
03/02/2022,SITE FOOD MART,KEOKUK,BEAMS 8 STAR BL WHISKEY,24,$75.36
03/02/2022,CELTICS BEVERAGE COMPANY,EMMETSBURG,SEAGRAMS VO CANADIAN WHISKEY,3,$29.85
03/02/2022,MT. PLEASANT FAST BREAK,MOUNT PLEASANT,TITOS HANDMADE VODKA,3,$24.39
03/02/2022,CASEY'S GENERAL STORE #3050 / COUNCIL BLUFFS,COUNCIL BLUFFS,99 FRUITS MINI,24,$154.80
03/03/2022,CENTRAL CITY 2,DES MOINES,FIREBALL CINNAMON WHISKEY,60,"$1,020.60"
03/03/2022,AJ'S LIQUOR II,AMES,CROWN ROYAL MINI,3,$33.09
03/03/2022,GARY'S FOODS / MT VERNON,MOUNT VERNON,MCCORMICK 80PRF VODKA PET,6,$67.26
03/03/2022,HY-VEE FOOD STORE / ALTOONA,ALTOONA,JIM BEAM PEACH,24,$396.00
03/03/2022,SAM'S CLUB 8162 / CEDAR RAPIDS,CEDAR RAPIDS,MIDORI MELON LIQUEUR,12,$206.88
03/03/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,JACK DANIELS TENNESSEE APPLE,1,$23.36
03/03/2022,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,FIVE O'CLOCK VODKA,4,$11.60
03/03/2022,HY-VEE #2 FOOD STORE / MASON CITY,MASON CITY,MAKERS MARK,6,$202.50
03/03/2022,CASEY'S GENERAL STORE #2816 / JOHNSTON,JOHNSTON,BACARDI SUPERIOR MINI,1,$8.31
03/04/2022,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,FIVE O'CLOCK VODKA,6,$64.80
03/04/2022,TEQUILA'S LIQUOR STORE,DES MOINES,COURVOISIER VSOP COGNAC,1,$19.50
03/04/2022,WAL-MART 0886 / FORT DODGE,FORT DODGE,JACK DANIELS TENNESSEE HONEY,6,$140.16
03/07/2022,FAREWAY STORES #502 / CHEROKEE,CHEROKEE,FRIS DANISH VODKA,6,$76.44
03/07/2022,CASEY'S GENERAL STORE #1892 / SHEFFIELD,SHEFFIELD,HAWKEYE VODKA,12,$60.12
03/07/2022,CASEY'S GENERAL STORE #1589 / GRUNDY CENTER,GRUNDY CENTER,BLACK VELVET,6,$94.08
03/08/2022,JOHNCY'S LIQUOR STORE,NORTH LIBERTY,JAGERMEISTER LIQUEUR,6,$234.48
03/08/2022,HY-VEE FOOD STORE / INDIANOLA,INDIANOLA,RUMCHATA,6,$153.00
03/09/2022,SAM'S CLUB 6472 / COUNCIL BLUFFS,COUNCIL BLUFFS,TITOS HANDMADE VODKA,72,"$2,052.00"
03/09/2022,HY-VEE  #2 / AMES,AMES,CORAZON DE AGAVE BLANCO,30,$528.90
03/09/2022,TOBACCO HUT #18 / COUNCIL BLUFFS,COUNCIL BLUFFS,SOOH 99 BUTTERSCOTCH MINI,2,$18.00
03/09/2022,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,TIN CUP RYE,12,$247.56
03/09/2022,CASEY'S GENERAL STORE #2305 / BELMOND,BELMOND,CAPTAIN MORGAN ORIGINAL SPICED,12,$163.08
03/09/2022,HY-VEE WINE AND SPIRITS / IOWA CITY,IOWA CITY,ABSOLUT APEACH,36,$539.64
03/09/2022,ONE STOP SHOP #3 / ALGONA,ALGONA,CIROC PINEAPPLE,1,$24.74
03/10/2022,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,CEDAR RAPIDS,TRULY PINEAPPLE MANGO MINI,12,$77.40
03/10/2022,FAREWAY STORES #022 / SIOUX CITY,SIOUX CITY,SMIRNOFF RASPBERRY,12,$148.56
03/10/2022,LAKE LIQUORS WINE AND SPIRITS,CLEAR LAKE,FIVE O'CLOCK GIN,4,$26.00
03/10/2022,HILLSTREET NEWS AND TOBACCO,CEDAR FALLS,ABSOLUT MANGO,12,$179.88
03/10/2022,HY-VEE FOOD STORE #1 / MASON CITY,MASON CITY,TEQUILA ROSE LIQUEUR MINI,12,$77.40
03/11/2022,KUM & GO #95 / DE SOTO,DE SOTO,CEDAR RIDGE BOURBON,4,$108.60
03/11/2022,QUIK TRIP #559 / FLEUR,DES MOINES,BARTON VODKA,12,$60.72
03/11/2022,FAREWAY STORES #983 / GRIMES,GRIMES,BUFFALO TRACE BOURBON CREAM,1,$15.60
03/11/2022,CASEY'S GENERAL STORE #2531 / ELDRIDGE,ELDRIDGE,FIREBALL CINNAMON WHISKEY,24,$192.00
03/11/2022,SUPER QUICK / SE 30 DM,DES MOINES,BACARDI PINEAPPLE FUSION,3,$37.17
03/11/2022,1ST STOP BEVERAGE SHOP,DES MOINES,MARTELL CORDON BLEU,1,$149.93
03/11/2022,STAR CONVENIENCE / FORT DODGE,FORT DODGE,PATRON SILVER,6,$135.00
03/11/2022,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,BURLINGTON,CAPTAIN MORGAN WHITE,1,$12.39
03/11/2022,FAREWAY STORES #147 / CARLISLE,CARLISLE,CROWN ROYAL PEACH,12,$298.68
03/11/2022,FAREWAY STORES #841 / RED OAK,RED OAK,CHI-CHI'S MARGARITA,6,$58.50
03/11/2022,CASEY'S GENERAL STORE #32 / MADRID,MADRID,ABSOLUT LIME MINI,3,$26.46
03/14/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,ROCKET FUEL,12,$119.76
03/14/2022,HY-VEE WINE AND SPIRITS / STORM LAKE,STORM LAKE,BLUE OX VODKA,1,$10.92
03/14/2022,CASEY'S GENERAL STORE #1446 / LISBON,LISBON,FIREBALL CINNAMON WHISKEY,12,$162.00
03/14/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,EVAN WILLIAMS BLACK,6,$148.50
03/14/2022,FAREWAY STORES #183 / FLEUR,DES MOINES,CANADIAN LTD WHISKY,6,$82.26
03/14/2022,QUIK TRIP #554 / SW 63RD DM,DES MOINES,JIM BEAM,3,$25.20
03/14/2022,DUBUQUE WINE & SPIRITS,DUBUQUE,GLENLIVET 12YR,4,$182.88
03/14/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,CROWN ROYAL REGAL APPLE,6,$296.94
03/14/2022,TOBACCO OUTLET & LIQUOR,CEDAR RAPIDS,GREY GOOSE MINI,1,$30.00
03/15/2022,CASEY'S GENERAL STORE #1623 / INDIANOLA,INDIANOLA,SOOH OLE SMOKY BLACKBERRY MOONSHINE MINI,8,$105.04
03/15/2022,FAREWAY STORES #790 / HARLAN,HARLAN,BUFFALO TRACE BOURBON,12,$234.00
03/15/2022,LIQUOR TOBACCO & VAPE / MANCHESTER,MANCHESTER,WHITE DOG WHEAT,1,$13.50
03/15/2022,NEW STAR LIQUOR / W 4TH S / WATERLOO,WATERLOO,BUFFALO TRACE BOURBON,12,$234.00
03/15/2022,FAREWAY STORES #657 / INDIANOLA,INDIANOLA,NEW AMSTERDAM PINK WHITNEY,3,$33.75
03/16/2022,LICKETY LIQUOR,DES MOINES,OLE SMOKY COOKIES AND CREAM,1,$16.50
03/16/2022,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,DAVENPORT,CROSS KEYS RUM,12,$181.32
03/16/2022,HY-VEE WINE AND SPIRITS / ANKENY,ANKENY,CEDAR RIDGE BOTTLED IN BOND RYE WHISKEY,6,$225.00
03/16/2022,HY-VEE FOOD STORE #1636 / SPENCER,SPENCER,KESSLER BLEND WHISKEY,6,$99.00
03/16/2022,HY-VEE #4 / WDM,WEST DES MOINES,JOHNNIE WALKER DOUBLE BLACK,4,$144.32
03/16/2022,WINE AND SPIRITS SHOPPE OF,ALGONA,BLACK VELVET PET,12,$94.20
03/16/2022,WAL-MART 2827 / CORALVILLE,CORALVILLE,SEAGRAMS EXTRA SMOOTH VODKA,12,$96.84
03/17/2022,FAREWAY STORES #189 / AMES,AMES,JAMESON,12,$305.88
03/17/2022,QUICK SHOP / CLEAR LAKE,CLEARLAKE,DR MCGILLICUDDYS MENTHOLMINT,12,$198.00
03/17/2022,HY-VEE / WAVERLY,WAVERLY,WILD TURKEY LONGBRANCH,2,$60.00
03/17/2022,FAREWAY STORES #925 / ALTOONA,ALTOONA,WHISTLEPIG OLD WORLD 12YR,2,$224.98
03/17/2022,HY-VEE FOOD STORE #3 / WATERLOO,WATERLOO,OLD FORESTER BOURBON 86PRF,12,$196.56
03/17/2022,KUM & GO #570 / JOHNSTON,JOHNSTON,E & J VSOP MINI,4,$46.40
03/17/2022,CASEY'S GENERAL STORE #4 / DES MOINES,DES MOINES,JIM BEAM PEACH MINI,1,$10.50
03/17/2022,HY-VEE FOOD STORE #2 / DES MOINES,DES MOINES,NEW AMSTERDAM 80PRF,12,$135.00
03/17/2022,KUM & GO #200 / AMES,AMES,JACK DANIELS TENNESSEE HONEY,4,$93.44
03/18/2022,KUM & GO #75 / WAUKEE,WAUKEE,JIM BEAM APPLE MINI,2,$21.00
03/18/2022,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,DES MOINES,SOUTHERN COMFORT MINI,1,$7.74
03/18/2022,ANOTHER ROUND / DEWITT,DEWITT,DEEP EDDY LEMON,12,$153.00
03/18/2022,YESWAY STORE # 10013/ OTTUMWA,OTTUMWA,JOSE CUERVO ESPECIAL REPOSADO FLASK,24,$216.00
03/18/2022,COUNTRYSIDE MARKET / MINDEN,MINDEN,CANADIAN CLUB WHISKY,2,$43.50
03/18/2022,HY-VEE WINE AND SPIRITS / BOONE,BOONE,PLATINUM 7X VODKA,6,$84.96
03/18/2022,REINHART FOODS,GUTHRIE CENTER,ARROW CREME DE ALMOND,1,$7.11
03/18/2022,WORLD LIQUOR & TOBACCO + VAPORS / WAUKEE,WAUKEE,TRULY PINEAPPLE MANGO MINI,2,$12.90
03/18/2022,WALGREENS #04714 / DES MOINES,DES MOINES,JOSE CUERVO ESPECIAL SILVER,6,$193.50
03/18/2022,WORLD LIQUOR & TOBACCO + VAPORS / ADEL,ADEL,TANQUERAY SEVILLA ORANGE,2,$40.50
03/18/2022,HY-VEE FOOD STORE #1 / OTTUMWA,OTTUMWA,APPLETON ESTATE SIGNATURE BLEND,4,$66.00
03/18/2022,WAL-MART 1683 / SHENANDOAH,SHENANDOAH,JAMESON,12,$359.64
03/18/2022,"MK MINIMART, INC",WEST BURLINGTON,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,3,$60.75
03/18/2022,AVENUE G STORE / COUNCIL BLUFFS,COUNCIL BLUFFS,99 BANANAS,48,$64.32
03/18/2022,FAREWAY STORES #980 / KNOXVILLE,KNOXVILLE,BOODLES BRITISH GIN LONDON DRY,12,$210.60
03/18/2022,WAL-MART 2935 / KNOXVILLE,KNOXVILLE,CALIBER CANADIAN WHISKEY,12,$75.96
03/21/2022,NORTHSIDE ONE STOP / HAMPTON,HAMPTON,JAGERMEISTER LIQUEUR,1,$24.75
03/21/2022,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,CEDAR RAPIDS,MCCORMICK 80PRF VODKA PET,24,$64.80
03/21/2022,CASEY'S GENERAL STORE #3473 / DUBUQU,DUBUQUE,CAPTAIN MORGAN ORIGINAL SPICED PET,4,$54.36
03/21/2022,BRADY MART FOOD & LIQUOR,DAVENPORT,DON JULIO REPOSADO PRIMAVERA,6,$674.94
03/21/2022,BENDER'S FOODS,BELLEVUE,CANADIAN CLUB WHISKY,12,$174.84
03/21/2022,JEFF'S MARKET / DURANT,DURANT,TITOS HANDMADE VODKA,2,$38.02
03/21/2022,PORTERS CONVENIENCE 66 / CLINTON,CLINTON,99 ROOT BEER MINI,10,$77.40
03/21/2022,BEECHER LIQUOR / DUBUQUE,DUBUQUE,KESSLER BLEND WHISKEY,6,$99.00
03/22/2022,WAL-MART 4606 / OSCEOLA,OSCEOLA,BUMBU RUM,6,$166.50
03/22/2022,FAREWAY STORES #933 / URBANDALE,URBANDALE,SOUTHERN COMFORT,12,$186.00
03/22/2022,SCHOTTSY'S LIQUOR,SIBLEY,MCMASTERS CANADIAN WHISKEY,6,$81.00
03/22/2022,FAREWAY STORES #815 / CRESCO,CRESCO,BLACK VELVET TOASTED CARAMEL,12,$94.20
03/22/2022,HY-VEE CRESCO DOLLAR FRESH,CRESCO,BARTON VODKA,6,$62.28
03/22/2022,SUPER MART / OELWEIN,OELWEIN,TITOS HANDMADE VODKA,12,$97.56
03/22/2022,GM MART / IOWA CITY,IOWA CITY,MCCORMICK 80PRF VODKA PET,24,$64.80
03/22/2022,STAMMER LIQUOR CORP,SHELDON,CROWN ROYAL REGAL APPLE,1,$49.49
